csv_transform,material_transform,target_transform,model,best_params,cv_score,test_r2,test_r2_inv
csv_norm_then_std_log,material_normalize,target_yeojohnson,ElasticNet,"{'regressor__alpha': np.float64(0.46415888336127775), 'regressor__l1_ratio': 0.8}",0.022157119054136466,0.047471521476006195,0.0471838568991606
csv_norm_then_std_log,material_std_then_norm,target_none,Ridge,{'regressor__alpha': np.float64(1000.0)},-0.03976491031483487,0.05322359192294479,0.05322359192294479
csv_norm_then_std_log,material_std_then_norm,target_none,Lasso,{'regressor__alpha': np.float64(0.46415888336127775)},0.01722281345425385,0.03603353458273717,0.03603353458273717
csv_norm_then_std_log,material_std_then_norm,target_none,ElasticNet,"{'regressor__alpha': np.float64(0.46415888336127775), 'regressor__l1_ratio': 0.5}",0.021837479513653113,0.05015860720115772,0.05015860720115772
csv_norm_then_std_log,material_std_then_norm,target_log,Ridge,{'regressor__alpha': np.float64(1000.0)},-0.024907838668998393,0.04519510586294151,0.026199348992657634
csv_norm_then_std_log,material_std_then_norm,target_log,Lasso,{'regressor__alpha': np.float64(0.1)},0.018441951199017592,0.04134464965314788,0.0162681004056614
csv_norm_then_std_log,material_std_then_norm,target_log,ElasticNet,"{'regressor__alpha': np.float64(0.1), 'regressor__l1_ratio': 0.5}",0.021489899024617797,0.05617914510699551,0.031162496838391673
csv_norm_then_std_log,material_std_then_norm,target_boxcox,Ridge,{'regressor__alpha': np.float64(1000.0)},-0.03963357069565243,0.05319359794581768,0.05310267537763114
csv_norm_then_std_log,material_std_then_norm,target_boxcox,Lasso,{'regressor__alpha': np.float64(0.46415888336127775)},0.017076333857333027,0.035776341658376176,0.035661045103682176
csv_norm_then_std_log,material_std_then_norm,target_boxcox,ElasticNet,"{'regressor__alpha': np.float64(0.46415888336127775), 'regressor__l1_ratio': 0.5}",0.021895871924937072,0.05009173729429428,0.04997363205497718
csv_norm_then_std_log,material_std_then_norm,target_yeojohnson,Ridge,{'regressor__alpha': np.float64(1000.0)},-0.039450275146354,0.05315392205245184,0.05293047900653036
csv_norm_then_std_log,material_std_then_norm,target_yeojohnson,Lasso,{'regressor__alpha': np.float64(0.46415888336127775)},0.020737928647495817,0.04329846258988168,0.04301291041001987
csv_norm_then_std_log,material_std_then_norm,target_yeojohnson,ElasticNet,"{'regressor__alpha': np.float64(0.46415888336127775), 'regressor__l1_ratio': 0.8}",0.022157119054136466,0.047471521476006195,0.0471838568991606
csv_norm_then_std_log,material_norm_then_std,target_none,Ridge,{'regressor__alpha': np.float64(1000.0)},-0.03963000725724104,0.058704480690613514,0.058704480690613514
csv_norm_then_std_log,material_norm_then_std,target_none,Lasso,{'regressor__alpha': np.float64(0.021544346900318832)},0.031947069461898826,0.020742331188154828,0.020742331188154828
csv_norm_then_std_log,material_norm_then_std,target_none,ElasticNet,"{'regressor__alpha': np.float64(0.1), 'regressor__l1_ratio': 0.5}",0.04599406414534903,0.06720864727461384,0.06720864727461384
csv_norm_then_std_log,material_norm_then_std,target_log,Ridge,{'regressor__alpha': np.float64(1000.0)},-0.021345512810090294,0.0503245838866625,0.03240114053605836
csv_norm_then_std_log,material_norm_then_std,target_log,Lasso,{'regressor__alpha': np.float64(0.004641588833612777)},0.034369197201745846,0.0137180593758498,0.006975820819468681
csv_norm_then_std_log,material_norm_then_std,target_log,ElasticNet,"{'regressor__alpha': np.float64(0.021544346900318832), 'regressor__l1_ratio': 0.5}",0.05340518253388369,0.063757508410767,0.04825757517560836
csv_norm_then_std_log,material_norm_then_std,target_boxcox,Ridge,{'regressor__alpha': np.float64(1000.0)},-0.03947996431344571,0.05867291357581894,0.05858718455455081
csv_norm_then_std_log,material_norm_then_std,target_boxcox,Lasso,{'regressor__alpha': np.float64(0.021544346900318832)},0.03292116827161884,0.02106926245029661,0.021060576063534064
csv_norm_then_std_log,material_norm_then_std,target_boxcox,ElasticNet,"{'regressor__alpha': np.float64(0.1), 'regressor__l1_ratio': 0.5}",0.045658574191415766,0.06766646360609163,0.06758913944003708
csv_norm_then_std_log,material_norm_then_std,target_yeojohnson,Ridge,{'regressor__alpha': np.float64(1000.0)},-0.03927049662488467,0.05863091482405802,0.05841995065973449
csv_norm_then_std_log,material_norm_then_std,target_yeojohnson,Lasso,{'regressor__alpha': np.float64(0.1)},0.02389313573301923,0.07097544099427078,0.07071513601683876
csv_norm_then_std_log,material_norm_then_std,target_yeojohnson,ElasticNet,"{'regressor__alpha': np.float64(0.1), 'regressor__l1_ratio': 0.5}",0.05471833653180462,0.05479065958732088,0.05465894061739762
